Action,Memory Utilization
662,0.364648
663,0.364507
664,0.364425
665,0.364401
666,0.364320
667,0.364180
668,0.364099
669,0.364076
670,0.364111
671,0.364088
672,0.364008
673,0.363870
674,0.363790
675,0.363768
676,0.363688
677,0.363552
678,0.363359
679,0.363109
680,0.362917
681,0.362668
682,0.362477
683,0.362230
684,0.361927
685,0.361682
686,0.361381
687,0.361024
688,0.360724
689,0.360482
690,0.360184
691,0.359944
692,0.359759
693,0.359520
694,0.359337
695,0.359210
696,0.359028
697,0.358791
698,0.358499
699,0.358152
700,0.357752
701,0.357296
702,0.356788
703,0.356335
704,0.355829
705,0.355324
706,0.354876
707,0.354484
708,0.354147
709,0.353866
710,0.353641
711,0.353470
712,0.353246
713,0.353077
714,0.352962
715,0.352794
716,0.352680
717,0.352512
718,0.352399
719,0.352340
720,0.352227
721,0.352061
722,0.351950
723,0.351784
724,0.351673
725,0.351616
726,0.351505
727,0.351448
728,0.351444
729,0.351494
730,0.351490
731,0.351433
732,0.351430
733,0.351479
734,0.351581
735,0.351630
736,0.351626
737,0.351675
738,0.351671
739,0.351614
740,0.351610
741,0.351554
742,0.351551
743,0.351599
744,0.351595
745,0.351643
746,0.351640
747,0.351688
748,0.351684
749,0.351628
750,0.351624
751,0.351672
752,0.351771
753,0.351819
754,0.351815
755,0.351759
756,0.351653
757,0.351598
758,0.351492
759,0.351335
760,0.351230
761,0.351176
762,0.351071
763,0.351017
764,0.350913
765,0.350758
766,0.350553
767,0.350399
768,0.350195
769,0.349941
770,0.349738
771,0.349586
772,0.349485
773,0.349434
774,0.349433
775,0.349482
776,0.349581
777,0.349630
778,0.349728
779,0.349777
780,0.349875
781,0.350022
782,0.350120
783,0.350267
784,0.350364
785,0.350510
786,0.350606
787,0.350653
788,0.350749
789,0.350894
790,0.351087
791,0.351329
792,0.351522
793,0.351665
794,0.351759
795,0.351902
796,0.352092
797,0.352331
798,0.352618
799,0.352953
800,0.353238
801,0.353571
802,0.353952
803,0.354380
804,0.354855
805,0.355377
806,0.355946
807,0.356513
808,0.357033
809,0.357598
810,0.358115
811,0.358586
812,0.359101
813,0.359660
814,0.360173
815,0.360729
816,0.361285
817,0.361795
818,0.362261
819,0.362769
820,0.363233
821,0.363653
822,0.364028
823,0.364446
824,0.364819
825,0.365235
826,0.365692
827,0.366106
828,0.366561
829,0.366972
830,0.367340
831,0.367750
832,0.368116
833,0.368438
834,0.368803
835,0.369208
836,0.369571
837,0.369975
838,0.370420
839,0.370906
840,0.371434
841,0.371960
842,0.372444
843,0.372968
844,0.373490
845,0.373973
846,0.374492
847,0.374973
848,0.375490
849,0.375968
850,0.376407
851,0.376806
852,0.377166
853,0.377563
854,0.377998
855,0.378469
856,0.378978
857,0.379485
858,0.379955
859,0.380387
860,0.380782
861,0.381140
862,0.381460
863,0.381743
864,0.382062
865,0.382344
866,0.382590
867,0.382870
868,0.383114
869,0.383322
870,0.383565
871,0.383771
872,0.383941
873,0.384147
874,0.384316
875,0.384521
876,0.384689
877,0.384893
878,0.385061
879,0.385192
880,0.385288
881,0.385419
882,0.385586
883,0.385787
884,0.385953
885,0.386153
886,0.386388
887,0.386588
888,0.386752
889,0.386951
890,0.387184
891,0.387452
892,0.387684
893,0.387881
894,0.388042
895,0.388168
896,0.388329
897,0.388524
898,0.388684
899,0.388809
900,0.388968
901,0.389162
902,0.389390
903,0.389582
904,0.389809
905,0.390070
906,0.390296
907,0.390487
908,0.390712
909,0.390971
910,0.391263
911,0.391521
912,0.391744
913,0.392000
914,0.392291
915,0.392614
916,0.392903
917,0.393226
918,0.393514
919,0.393835
920,0.394189
921,0.394577
922,0.394997
923,0.395383
924,0.395735
925,0.396119
926,0.396469
927,0.396851
928,0.397267
929,0.397715
930,0.398129
931,0.398575
932,0.399021
933,0.399465
934,0.399909
935,0.400352
936,0.400793
937,0.401206
938,0.401590
939,0.402001
940,0.402439
941,0.402848
942,0.403229
943,0.403581
944,0.403960
945,0.404310
946,0.404632
947,0.404925
948,0.405246
949,0.405594
950,0.405913
951,0.406259
952,0.406632
953,0.406976
954,0.407348
955,0.407746
956,0.408116
957,0.408457
958,0.408826
959,0.409221
960,0.409587
961,0.409926
962,0.410291
963,0.410683
964,0.411047
965,0.411437
966,0.411853
967,0.412242
968,0.412657
969,0.413071
970,0.413458
971,0.413870
972,0.414255
973,0.414614
974,0.414945
975,0.415250
976,0.415580
977,0.415936
978,0.416316
979,0.416722
980,0.417128
981,0.417507
982,0.417860
983,0.418188
984,0.418489
985,0.418766
986,0.419016
987,0.419291
988,0.419591
989,0.419865
990,0.420163
991,0.420436
992,0.420733
993,0.421004
994,0.421251
995,0.421521
996,0.421767
997,0.422036
998,0.422280
999,0.422500
1000,0.422743
